url,title,date,content,archive_url
https://fc.ogurayui.net/s/n59/news/detail/10166?ima=3016,小倉唯,2019/01/17,2019/1/17 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売スタート！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定でスタートしました！ ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 詳細はこちら Back to Top,https://web.archive.org/web/20190724010438/https://fc.ogurayui.net/s/n59/news/detail/10166?ima=3016
https://fc.ogurayui.net/s/n59/news/detail/10166?ima=5352,小倉唯,2019/01/17,2019/1/17 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売スタート！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定でスタートしました！ ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 詳細はこちら Back to Top,https://web.archive.org/web/20190724010804/https://fc.ogurayui.net/s/n59/news/detail/10166?ima=5352
https://fc.ogurayui.net/s/n59/news/detail/10167?ima=3016,小倉唯,2019/01/17,2019/1/17 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売スタート！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定でスタートしました！ ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 詳細はこちら Back to Top,https://web.archive.org/web/20190724001819/https://fc.ogurayui.net/s/n59/news/detail/10167?ima=3016
https://fc.ogurayui.net/s/n59/news/detail/10167?ima=4221,小倉唯,2019/01/17,2019/1/17 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売スタート！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定でスタートしました！ ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 詳細はこちら Back to Top,https://web.archive.org/web/20190717042756/https://fc.ogurayui.net/s/n59/news/detail/10167?ima=4221
https://fc.ogurayui.net/s/n59/news/detail/10167?ima=5352,小倉唯,2019/01/17,2019/1/17 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売スタート！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定でスタートしました！ ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 詳細はこちら Back to Top,https://web.archive.org/web/20190724002105/https://fc.ogurayui.net/s/n59/news/detail/10167?ima=5352
https://fc.ogurayui.net/s/n59/news/detail/10167?ima=5936,小倉唯,2019/01/17,2019/1/17 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売スタート！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定でスタートしました！ ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 詳細はこちら Back to Top,https://web.archive.org/web/20190719082630/https://fc.ogurayui.net/s/n59/news/detail/10167?ima=5936
https://fc.ogurayui.net/s/n59/news/detail/10168?ima=3016,小倉唯,2019/02/15,2019/2/15 Topics 【ゆいゆい＊カンパニー】MOVIEを更新いたしました!! MOVIEを更新いたしました‼︎ 今回は「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」の時に初公開しました、 「ホップ・ステップ・アップル」のジャケット写真メイキング動画です！ ぜひチェックしてみてください。 ＊MOVIEはこちら＊ Back to Top,https://web.archive.org/web/20190724005712/https://fc.ogurayui.net/s/n59/news/detail/10168?ima=3016
https://fc.ogurayui.net/s/n59/news/detail/10169?ima=1802,小倉唯,2019/02/05,2019/2/5 Topics グリーティングカードの発送時期と住所登録のご案内 ☆グリーティングカードの到着時期ですが、2月中旬となりますので、お楽しみに！！ ☆グリーティングカードご送付対象者様について グリーティングカードは、2019/2/7(木)23:59時点でご登録、決済が完了しており、会員期限が有効なお客様が対象となります。 「ゆいゆい＊カンパニー」にご登録いただいているご住所宛に発送させていただきます。 ※ご住所に変更のある会員様は、2019/2/7(木)23:59までにご変更をお願いいたします。 ※ご登録済みのお客様も、改めて内容のご確認をお願いいたします。 ☆ご住所のご確認 <PC> ゆいゆい＊カンパニーにアクセス ↓ ログイン後、「サイトサポート」をクリック ↓ 「マイページ」にてご登録情報の確認ができます。 <スマートフォン> ゆいゆい＊カンパニーにアクセス ↓ ログイン後、「サイトサポート」をクリック ↓ 「会員登録情報編集」をクリック ↓ 変更内容を入力し、「確認する」をクリック ☆よくあるご質問 Q.グリーティングカードはどのように送られてきますか? A.グリーティングカードは日本郵便のゆうメールにてお送りします。 ご登録頂いたご住所のポストに投函されますので、ご家族様などが誤って処分してしまわないよう、お気をつけください。 また、複数世帯でお住まいのお客様に置かれましては、サイトでのご登録名と、ご自宅の郵便受けに表示されている名字に相違がないか、ご注意ください。 ※未着に関するお問い合わせは2019年3月末日までに必ずお問い合わせ頂くようお願い申し上げます。 期日を過ぎてからのお問い合わせ、再発送にはご対応できかねますのでご注意頂きますようお願いたします。 Back to Top,https://web.archive.org/web/20190719083447/https://fc.ogurayui.net/s/n59/news/detail/10169?ima=1802
https://fc.ogurayui.net/s/n59/news/detail/10169?ima=3016,小倉唯,2019/02/05,2019/2/5 Topics グリーティングカードの発送時期と住所登録のご案内 ☆グリーティングカードの到着時期ですが、2月中旬となりますので、お楽しみに！！ ☆グリーティングカードご送付対象者様について グリーティングカードは、2019/2/7(木)23:59時点でご登録、決済が完了しており、会員期限が有効なお客様が対象となります。 「ゆいゆい＊カンパニー」にご登録いただいているご住所宛に発送させていただきます。 ※ご住所に変更のある会員様は、2019/2/7(木)23:59までにご変更をお願いいたします。 ※ご登録済みのお客様も、改めて内容のご確認をお願いいたします。 ☆ご住所のご確認 <PC> ゆいゆい＊カンパニーにアクセス ↓ ログイン後、「サイトサポート」をクリック ↓ 「マイページ」にてご登録情報の確認ができます。 <スマートフォン> ゆいゆい＊カンパニーにアクセス ↓ ログイン後、「サイトサポート」をクリック ↓ 「会員登録情報編集」をクリック ↓ 変更内容を入力し、「確認する」をクリック ☆よくあるご質問 Q.グリーティングカードはどのように送られてきますか? A.グリーティングカードは日本郵便のゆうメールにてお送りします。 ご登録頂いたご住所のポストに投函されますので、ご家族様などが誤って処分してしまわないよう、お気をつけください。 また、複数世帯でお住まいのお客様に置かれましては、サイトでのご登録名と、ご自宅の郵便受けに表示されている名字に相違がないか、ご注意ください。 ※未着に関するお問い合わせは2019年3月末日までに必ずお問い合わせ頂くようお願い申し上げます。 期日を過ぎてからのお問い合わせ、再発送にはご対応できかねますのでご注意頂きますようお願いたします。 Back to Top,https://web.archive.org/web/20190724001147/https://fc.ogurayui.net/s/n59/news/detail/10169?ima=3016
https://fc.ogurayui.net/s/n59/news/detail/10169?ima=4221,小倉唯,2019/02/05,2019/2/5 Topics グリーティングカードの発送時期と住所登録のご案内 ☆グリーティングカードの到着時期ですが、2月中旬となりますので、お楽しみに！！ ☆グリーティングカードご送付対象者様について グリーティングカードは、2019/2/7(木)23:59時点でご登録、決済が完了しており、会員期限が有効なお客様が対象となります。 「ゆいゆい＊カンパニー」にご登録いただいているご住所宛に発送させていただきます。 ※ご住所に変更のある会員様は、2019/2/7(木)23:59までにご変更をお願いいたします。 ※ご登録済みのお客様も、改めて内容のご確認をお願いいたします。 ☆ご住所のご確認 <PC> ゆいゆい＊カンパニーにアクセス ↓ ログイン後、「サイトサポート」をクリック ↓ 「マイページ」にてご登録情報の確認ができます。 <スマートフォン> ゆいゆい＊カンパニーにアクセス ↓ ログイン後、「サイトサポート」をクリック ↓ 「会員登録情報編集」をクリック ↓ 変更内容を入力し、「確認する」をクリック ☆よくあるご質問 Q.グリーティングカードはどのように送られてきますか? A.グリーティングカードは日本郵便のゆうメールにてお送りします。 ご登録頂いたご住所のポストに投函されますので、ご家族様などが誤って処分してしまわないよう、お気をつけください。 また、複数世帯でお住まいのお客様に置かれましては、サイトでのご登録名と、ご自宅の郵便受けに表示されている名字に相違がないか、ご注意ください。 ※未着に関するお問い合わせは2019年3月末日までに必ずお問い合わせ頂くようお願い申し上げます。 期日を過ぎてからのお問い合わせ、再発送にはご対応できかねますのでご注意頂きますようお願いたします。 Back to Top,https://web.archive.org/web/20190717042204/https://fc.ogurayui.net/s/n59/news/detail/10169?ima=4221
